Family;Genus;Species;Species English;Bangka;Red Sea;Both;All
Labridae;Cirrhilabrus;lubbocki;Yellowback Wrasse;1;0;0;1
Labridae;Cirrhilabrus;rubripinnis;Redfin Wrasse;1;0;0;1
Labridae;Cirrhilabrus;rubriventralis;Longfin fairy Wrasse;1;1;1;1
Labridae;Cirrhilabrus;ryukyuensis;Ryukyu Faiy-Wrasse;1;0;0;1
Labridae;Cirrhilabrus;solorensis;Solor Wrasse;1;0;0;1
Labridae;Cirrhilabrus;tonozukai;Irian Jaya Wrasse;1;0;0;1
Labridae;Coris;aygula;Clown Coris;1;1;1;1
Labridae;Coris;batuensis;Batu Coris;1;0;0;1
Labridae;Coris;caudimacula;Spottail Coris;1;1;1;1
Labridae;Coris;cuvieri;African Wrasse;1;1;1;1
Labridae;Coris;dorsomacula;Pale-Barred Coris;1;0;0;1
Labridae;Coris;gaimard;Yellowtail Coris;1;0;0;1
Labridae;Coris;pictoides;Pixie Coris;1;0;0;1
Labridae;Coris;variegata;Dapple Coris;1;1;1;1
Labridae;Cymolutes;praetextatus;Knife Wrasse;1;0;0;1
Labridae;Cymolutes;torquatus;Razor Wrasse;1;0;0;1
Labridae;Diproctacanthus;xanthurus;Yellowtail Tubelip;1;0;0;1
Labridae;Epibulus;brevis;Latent Slingjaw Wrasse;1;0;0;1
Labridae;Epibulus;insidiator;Slingjaw Wrasse;1;1;1;1
Labridae;Gomphosus;klunzingeri;Bird Wrasse;1;1;1;1
Labridae;Gomphosus;varius;Pacific Bird Wrasse;1;0;0;1
Labridae;Halichoeres;argus;Argus Wrasse;1;0;0;1
Labridae;Halichoeres;binotopsis;Banded Rainbowfish;1;0;0;1
Labridae;Halichoeres;biocellatus;Twospot Wrasse;1;0;0;1
Labridae;Halichoeres;chloropterus;Pastel-Green Wrasse;1;0;0;1
Labridae;Halichoeres;chrysus;Canary Wrasse;1;0;0;1
Labridae;Halichoeres;erdmanni;Erdmanns Wrasse;1;0;0;1
Labridae;Halichoeres;hartzfeldii;Hartzfeld's Wrasse;1;0;0;1
Labridae;Halichoeres;hortulanus;Checkerboard Wrasse;1;1;1;1
Labridae;Halichoeres;leucurus;Chain-Lined Wrasse;1;0;0;1
Labridae;Halichoeres;margaritaceus;Weedy Surge Wrasse;1;0;0;1
Labridae;Halichoeres;marginatus;Dusky Wrasse;1;0;0;1
Labridae;Halichoeres;marginatus;Red Sea Dusky Wrasse;0;1;0;1
Labridae;Halichoeres;melanochir;Orangefin Wrasse;1;0;0;1
Labridae;Halichoeres;melanurus;Tailspot Wrasse;1;0;0;1
Labridae;Halichoeres;melasmapomus;Black-eared Wrasse;1;0;0;1
Labridae;Halichoeres;nebulosus;Cloud Wrasse;1;1;1;1
Labridae;Halichoeres;nigrescens;Bubblefin Wrasse;1;0;0;1
Labridae;Halichoeres;papilionaceus;Seagrass Wrasse;1;0;0;1
Labridae;Halichoeres;podostigma;Axilspot Wrasse;1;0;0;1
Labridae;Halichoeres;prosopeion;Twotone Wrasse;1;0;0;1
Labridae;Halichoeres;richmondi;Richmond's Wrasse;1;0;0;1
Labridae;Halichoeres;scapularis;Zigzag Wrasse;1;1;1;1
Labridae;Halichoeres;solorensis;Yellowface Wrasse;1;0;0;1
Labridae;Halichoeres;zeylonicus;Sri Lankan Wrasse Only;1;0;0;1
Labridae;Hemigymnus;fasciatus;Barred Thicklip;1;0;0;1
Labridae;Hemigymnus;melapterus;Blackeye Thicklip;1;1;1;1
Labridae;Hemigymnus;sexfasciatus;Sixbar Thicklip;1;1;1;1
Labridae;Hologymnosus;annulatus;Ring Wrasse;1;1;1;1
Labridae;Hologymnosus;doliatus;Pastel Ring Wrasse;1;0;0;1
Labridae;Hologymnosus;rhodonotus;Redback Ring Wrasse;1;0;0;1
Labridae;Iniistius;aneitensis;Whitepatch Razorfish;1;0;0;1
Labridae;Iniistius;dea;Faint-Barred Razorfish;1;0;0;1
Labridae;Iniistius;melanopus;Finspot Razorfish;1;0;0;1
Labridae;Iniistius;naevus;Blemished Razorfish;1;1;1;1
Labridae;Iniistius;pavo;Peacock Razorfish;1;1;1;1
Labridae;Iniistius;pentadactylus;Fivefinger Razorfish;1;0;0;1
Labridae;Labrichthys;unilineatus;Tubelip Wrasse;1;0;0;1
Labridae;Labroides;bicolor;Bicolor Cleaner Wrasse;1;0;0;1
Labridae;Labroides;dimidiatus;Cleaner Wrasse;1;1;1;1
Labridae;Labroides;pectoralis;Breastspot Cleaner Wrasse;1;0;0;1
Labridae;Labropsis;alleni;Allens Tubelip;1;0;0;1
Labridae;Labropsis;manabei;Northern Tubelip;1;0;0;1
Labridae;Larabicus;quadrilineatus;"Fourline Wrasse, Arabian Cleaner";1;1;1;1
Labridae;Macropharyngodon;bipartitus;Rare Wrasse;1;0;0;1
Labridae;Macropharyngodon;marisrubri;Vermiculate Wrasse;1;1;1;1
Labridae;Macropharyngodon;meleagris;Leopard Wrasse;1;0;0;1
Labridae;Macropharyngodon;negrosensis;Black Leopard Wrasse;1;0;0;1
Labridae;Macropharyngodon;ornatus;Ornate Leopard Wrasse;1;0;0;1
Labridae;Novaculichthys;taeniourus;Rockmover Wrasse;1;1;1;1
Labridae;Novaculops;halsteadi;Halstead's Wrasse;1;0;0;1
Labridae;Oxycheilinus;bimaculatus;Doublespot Wrasse;1;0;0;1
Labridae;Oxycheilinus;celebicus;Celebes Wrasse;1;0;0;1
Labridae;Oxycheilinus;digramma;Linecheeked Wrasse;1;1;1;1
Labridae;Oxycheilinus;mentalis;Mental Wrasse;1;1;1;1
Labridae;Oxycheilinus;orientalis;Slender Wrasse;1;0;0;1
Labridae;Oxycheilinus;unifasciatus;Ringtail Wrasse;1;0;0;1
Labridae;Paracheilinus;cyaneus;Blue Flasher Wrasse;1;0;0;1
Labridae;Paracheilinus;filamentosus;Filamented Flasher;1;0;0;1
Labridae;Paracheilinus;octotaenia;Red Sea Eightline Flasher;1;1;1;1
Labridae;Paracheilinus;paineorum;Paine's Flasher Wrasse;1;0;0;1
Labridae;Pseudocheilinops;ataenia;Midget Wrasse;1;0;0;1
Labridae;Pseudocheilinus;evanidus;Disappearing Wrasse;1;1;1;1
Labridae;Pseudocheilinus;hexataenia;Eight-Lined Wrasse;1;1;1;1
Labridae;Pseudocheilinus;octotaenia;Eightstripe Wrasse;1;0;0;1
Labridae;Pseudocoris;bleekeri;Philippines Wrasse;1;0;0;1
Labridae;Pseudocoris;heteroptera;Zebra Wrasse;1;0;0;1
Labridae;Pseudocoris;yamashiroi;Yamashiros Wrasse;1;0;0;1
Labridae;Pseudodax;moluccanus;Chiseltooth Wrasse;1;1;1;1
Labridae;Pteragogus;cryptus;Cryptic Wrasse;1;0;0;1
Labridae;Pteragogus;enneacanthus;Cockerel Wrasse;1;0;0;1
Labridae;Pteragogus;guttatus;Sneaky Wrasse;1;0;0;1
Labridae;Pteragogus;trispilus;Triplespot Wrasse;1;1;1;1
Labridae;Stethojulis;albovittata;Bluelined Wrasse;1;1;1;1
Labridae;Stethojulis;bandanensis;Redshoulder Wrasse;1;0;0;1
Labridae;Stethojulis;interrupta;Cutribbon Wrasse;1;1;1;1
Labridae;Stethojulis;trilineata;Three-Lined Wrasse;1;0;0;1
Labridae;Thalassoma;amblycephalum;Bluntheaded Wrasse;1;0;0;1
Labridae;Thalassoma;hardwicke;Sixbar Wrasse;1;0;0;1
Labridae;Thalassoma;jansenii;Jansen's Wrasse;1;0;0;1
Labridae;Thalassoma;lunare;Crescent Wrasse;1;1;1;1
Labridae;Thalassoma;nigrofasciatum;Blackbarred Wrasse;1;0;0;1
Labridae;Thalassoma;purpureum;Surge Wrasse;1;1;1;1
Labridae;Thalassoma;quinquevittatum;Fivestripe Wrasse;1;0;0;1
Labridae;Thalassoma;rueppellii;Klunzinger's Wrasse;1;1;1;1
Labridae;Wetmorella;bifasciata;NA;1;0;0;1
Labridae;Wetmorella;bifasciata;Western Sharpnose Wrasse;0;1;0;1
Labridae-Sc;Bolbometopon;muricatum;Bumphead Parrotfish;1;0;0;1
Labridae-Sc;Calotomus;carolinus;Star-eye Parrotfish;1;0;0;1
Labridae-Sc;Calotomus;viridescens;Viridescent Parrotfish;1;1;1;1
Labridae-Sc;Cetoscarus;bicolor;Bicolor Parrotfish;1;1;1;1
Labridae-Sc;Cetoscarus;ocellatus;Spotted Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;bleekeri;Bleeker's Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;capistratoides;Indian Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;genazonatus;Purplestreak Parrotfish;1;1;1;1
Labridae-Sc;Chlorurus;gibbus;Heavybeak Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;gibbus;Steephead Parrotfish;0;1;0;1
Labridae-Sc;Chlorurus;microrhinos;Pacific Steephead Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;sordidus;Bullethead Parrotfish;1;1;1;1
Labridae-Sc;Chlorurus;spilurus;Eastern Bullethead Parrotfish;1;0;0;1
Labridae-Sc;Chlorurus;strongylocephalus;Steephead Parrotfish;1;0;0;1
Labridae-Sc;Hipposcarus;harid;Indian Ocean Longnose Parrotfish;1;1;1;1
Labridae-Sc;Scarus;chameleon;Chameleon Parrotfish;1;0;0;1
Labridae-Sc;Scarus;collana;Red Sea Parrotfish;1;1;1;1
Labridae-Sc;Scarus;dimidiatus;Yellow-Barred Parrotfish;1;0;0;1
Labridae-Sc;Scarus;ferrugineus;Rusty Parrotfish;1;1;1;1
Labridae-Sc;Scarus;festivus;Festive Parrotfish;1;0;0;1
Labridae-Sc;Scarus;flavipectoralis;Yellowfin Parrotfish;1;0;0;1
Labridae-Sc;Scarus;forsteni;Bluepatch Parrotfish - Whitepatch;1;0;0;1
Labridae-Sc;Scarus;frenatus;Bridled Parrotfish;1;1;1;1
Labridae-Sc;Scarus;fuscopurpureus;Purple-Brown Parrotfish;1;1;1;1
Labridae-Sc;Scarus;ghobban;Blue-Barred Parrotfish;1;1;1;1
Labridae-Sc;Scarus;hypselopterus;East Indies Parrotfish;1;0;0;1
Labridae-Sc;Scarus;niger;Swarthy Parrotfish;1;1;1;1
Labridae-Sc;Scarus;oviceps;Darkcap Parrotfish;1;0;0;1
Labridae-Sc;Scarus;prasiognathos;Greencheek Parrotfish;1;0;0;1
Labridae-Sc;Scarus;psittacus;Palenose Parrotfish;1;1;1;1
Labridae-Sc;Scarus;quoyi;Quoy's Parrotfish;1;0;0;1
Labridae-Sc;Scarus;rivulatus;Surf Parrotfish;1;0;0;1
Labridae-Sc;Scarus;rubroviolaceus;Redlip Parrotfish;1;0;0;1
Labridae-Sc;Scarus;scaber;Five-Saddle Parrotfish;1;0;0;1
Labridae-Sc;Scarus;schlegeli;Yellowbar Parrotfish;1;0;0;1
Labridae-Sc;Scarus;spinus;Pygmy Parrotfish;1;0;0;1
Labridae-Sc;Scarus;tricolor;Tricolor Parrotfish;1;0;0;1
Labridae-Sc;Scarus;xanthopleura;Red Parrotfish;1;0;0;1
Lethrinidae;Gnathodentex;aureolineatus;Striped Large-Eye Bream;1;0;0;1
Lethrinidae;Gymnocranius;grandoculis;Blue-Lined Large-Eye Bream;1;1;1;1
Lethrinidae;Gymnocranius;griseus;Grey Large-Eye Bream;1;0;0;1
Lethrinidae;Gymnocranius;superciliosus;Eyebrowed Large-Eye Bream;1;0;0;1
Lethrinidae;Lethrinus;amboinensis;Ambon Emperor;1;0;0;1
Lethrinidae;Lethrinus;atkinsoni;Yellowtail Emperor;1;0;0;1
Lethrinidae;Lethrinus;borbonicus;Snubnose Emperor;1;1;1;1
Lethrinidae;Lethrinus;erythracanthus;Orangespotted Emperor;1;0;0;1
Lethrinidae;Lethrinus;erythropterus;Longfin Emperor;1;0;0;1
Lethrinidae;Lethrinus;harak;Thumbprint Emperor;1;1;1;1
Lethrinidae;Lethrinus;mahsena;Sky Emperor;1;1;1;1
Lethrinidae;Lethrinus;microdon;Smalltooth Emperor;1;1;1;1
Lethrinidae;Lethrinus;miniatus;Trumpet Emperor;1;0;0;1
Lethrinidae;Lethrinus;nebulosus;Spangled Emperor;1;1;1;1
Lethrinidae;Lethrinus;obsoletus;Orange-Stripe Emperor;1;1;1;1
Lethrinidae;Lethrinus;olivaceus;Longface Emperor;1;0;0;1
Lethrinidae;Lethrinus;ornatus;Ornate Emperor;1;0;0;1
Lethrinidae;Lethrinus;semicinctus;Blackblotch Emperor;1;0;0;1
Lethrinidae;Lethrinus;xanthochilus;Yellowlip Emperor;1;1;1;1
Lethrinidae;Monotaxis;grandoculis;Humpnose Bigeye Bream;1;1;1;1
Lethrinidae;Monotaxis;heterodon;Redfin Emperor;1;0;0;1
Liopropomatidae;Belonoperca;chabanaudi;Arrowhead Soapfish;1;0;0;1
Liopropomatidae;Diploprion;bifasciatum;Barred Soapfish;1;0;0;1
Liopropomatidae;Diploprion;drachi;Yellowfin Soapfish;1;1;1;1
Liopropomatidae;Liopropoma;mitratum;Headband Basslet;0;1;0;1
Liopropomatidae;Liopropoma;mitratum;NA;1;0;0;1
Lutjanidae;Aphareus;furca;Smalltooth Jobfish;1;0;0;1
Lutjanidae;Aphareus;rutilans;Rusty Jobfish;1;0;0;1
Lutjanidae;Aprion;virescens;Green Jobfish;1;1;1;1
Lutjanidae;Caesio;caerulaurea;Scissortail Fusilier;1;1;1;1
Lutjanidae;Caesio;cuning;Yellowtail Fusilier;1;0;0;1
Lutjanidae;Caesio;lunaris;Lunar Fusilier;1;1;1;1
Lutjanidae;Caesio;striata;Striated Fusilier;1;1;1;1
Lutjanidae;Caesio;suevica;Red Sea Fusilier;1;1;1;1
Lutjanidae;Caesio;teres;Blue-And-Yellow Fusilier;1;0;0;1
Lutjanidae;Caesio;varilineata;Variable-Lined Fusilier;1;1;1;1
Lutjanidae;Lutjanus;argentimaculatus;Mangrove Snapper;1;1;1;1
Lutjanidae;Lutjanus;bengalensis;Bengal Snapper;1;0;0;1
Lutjanidae;Lutjanus;biguttatus;Two-Spot Snapper;1;0;0;1
Lutjanidae;Lutjanus;bohar;Twinspot Snapper;1;1;1;1
Lutjanidae;Lutjanus;boutton;Button Snapper;1;0;0;1
Lutjanidae;Lutjanus;carponotatus;Spanish Flag;1;0;0;1
Lutjanidae;Lutjanus;decussatus;Checkered Snapper;1;0;0;1
Lutjanidae;Lutjanus;ehrenbergii;Ehrenberg's Snapper;1;1;1;1
Lutjanidae;Lutjanus;fulviflamma;Longspot Snapper;1;1;1;1
Lutjanidae;Lutjanus;fulvus;Blacktail Snapper;1;0;0;1
Lutjanidae;Lutjanus;gibbus;Humpback Snapper;1;1;1;1
Lutjanidae;Lutjanus;kasmira;Bluestriped Snapper;1;1;1;1
Lutjanidae;Lutjanus;lutjanus;Bigeye Snapper;1;0;0;1
Lutjanidae;Lutjanus;madras;Indian Snapper;1;0;0;1
Lutjanidae;Lutjanus;monostigma;Onespot Snapper;1;1;1;1
Lutjanidae;Lutjanus;quinquelineatus;Five-Lined Snapper;1;0;0;1
Lutjanidae;Lutjanus;rivulatus;Speckled Snapper;1;0;0;1
Lutjanidae;Lutjanus;rufolineatus;Golden-Lined Snapper;1;0;0;1
Lutjanidae;Lutjanus;russellii;Russell's Snapper;1;0;0;1
Lutjanidae;Lutjanus;semicinctus;Black-Banded Snapper;1;0;0;1
Lutjanidae;Lutjanus;vitta;Brown Stripe Snapper;1;0;0;1
Lutjanidae;Macolor;macularis;Midnight Snapper;1;0;0;1
Lutjanidae;Macolor;niger;Black Snapper;1;1;1;1
Lutjanidae;Paracaesio;sordida;False Fusilier;1;1;1;1
Lutjanidae;Paracaesio;xanthura;Yellowtail Blue Snapper;1;0;0;1
Lutjanidae;Pterocaesio;chrysozona;Goldband Fusilier;1;1;1;1
Lutjanidae;Pterocaesio;digramma;Doubleline Fusilier;1;0;0;1
Lutjanidae;Pterocaesio;marri;Twinstripe Fusilier;1;0;0;1
Lutjanidae;Pterocaesio;pisang;Banana Fusilier;1;0;0;1
Lutjanidae;Pterocaesio;randalli;Randall's Fusilier;1;0;0;1
Lutjanidae;Pterocaesio;tessellata;One-Stripe Fusilier;1;0;0;1
Lutjanidae;Pterocaesio;tile;Neon Fusilier;1;0;0;1
Lutjanidae;Symphorichthys;spilurus;Sailfin Snapper;1;0;0;1
Lutjanidae;Symphorus;nematophorus;Chinamanfish;1;0;0;1
Malacanthidae;Hoplolatilus;starcki;Starks Tilefish;1;0;0;1
Malacanthidae;Malacanthus;brevirostris;Flagtail Blanquillo;1;1;1;1
Malacanthidae;Malacanthus;latovittatus;Blue Blanquillo;1;1;1;1
Megalopidae;Megalops;cyprinoides;Pacific Tarpon;1;0;0;1
Microdesmidae;Aioliops;novaeguineae;Mini Dartfish;1;0;0;1
Microdesmidae;Gunnellichthys;curiosus;Curious Wormfish;1;0;0;1
Microdesmidae;Gunnellichthys;monostigma;Onespot Wormfish;1;0;0;1
Microdesmidae;Gunnellichthys;viridescens;Orangestriped Wormfish;1;0;0;1
Microdesmidae;Nemateleotris;decora;Decorated Dartfish;1;0;0;1
Microdesmidae;Nemateleotris;magnifica;Fire Dartfish;1;0;0;1
Microdesmidae;Parioglossus;philippinus;Philippines Dartfish;1;0;0;1
Microdesmidae;Parioglossus;raoi;Rao's Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;brachyptera;Lowfin Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;evides;Blackfin Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;hanae;Threadfin Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;heteroptera;Blacktail Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;microlepis;Pearly Dartfish;1;0;0;1
Microdesmidae;Ptereleotris;rubristigma;Redspot Dartfish;1;0;0;1
Mobulidae;Mobula;birostris;Giant Manta;1;0;0;1
Monacanthidae;Acreichthys;radiatus;Radial Leatherjacket;1;0;0;1
Monacanthidae;Acreichthys;tomentosus;Bristle-Tailed Filefish;1;0;0;1
Monacanthidae;Aluterus;monoceros;Unicorn leatherjacket filefish;1;0;0;1
Monacanthidae;Aluterus;scriptus;Scrawled Filefish;1;1;1;1
Monacanthidae;Amanses;scopas;Broom Filefish;1;1;1;1
Monacanthidae;Brachaluteres;taylori;Puffer Filefish;1;0;0;1
Monacanthidae;Cantherhines;dumerilii;Yelloweye Filefish;1;0;0;1
Monacanthidae;Cantherhines;fronticinctus;Spectacled Filefish;1;0;0;1
Monacanthidae;Cantherhines;pardalis;Honeycomb Filefish;1;1;1;1
Monacanthidae;Oxymonacanthus;halli;Red Sea Longnose Filefish;1;1;1;1
Monacanthidae;Oxymonacanthus;longirostris;Longnose Filefish;1;0;0;1
Monacanthidae;Paraluteres;arqat;Andaman Mimic Filefish;0;1;0;1
Monacanthidae;Paraluteres;prionurus;Blacksaddle Toby Mimic;1;0;0;1
Monacanthidae;Paramonacanthus;choirocephalus;Whiteblotch Filefish;1;0;0;1
Monacanthidae;Paramonacanthus;curtorhynchos;Shortsnout Filefish;1;0;0;1
Monacanthidae;Paramonacanthus;japonicus;Hairfinned Leatherjacket;1;0;0;1
Monacanthidae;Paramonacanthus;nematophorus;Muddy Filefish;0;1;0;1
Monacanthidae;Paramonacanthus;sulcatus;Mudbank Filefish;1;0;0;1
Monacanthidae;Pervagor;aspricaudus;Orangetail Filefish;1;0;0;1
Monacanthidae;Pervagor;janthinosoma;Blackbar Filefish;1;0;0;1
Monacanthidae;Pervagor;melanocephalus;Blackhead Filefish;1;0;0;1
Monacanthidae;Pervagor;nigrolineatus;Blackline Filefish;1;0;0;1
Monacanthidae;Pervagor;randalli;Randall's Filefish;0;1;0;1
Monacanthidae;Pseudalutarius;nasicornis;Rhino Filefish;1;0;0;1
Monacanthidae;Pseudomonacanthus;macrurus;Strapweed Filefish;1;0;0;1
Monacanthidae;Rudarius;excelsus;Diamond leatherjacket;1;0;0;1
Monodactylidae;Monodactylus;argenteus;Silver Mono;1;1;1;1
Mugilidae;Ellochelon;vaigiensis;Squaretail Mullet;1;0;0;1
Mugilidae;Moolgarda;crenilabis;Fringelip Mullet;1;1;1;1
Mugilidae;Moolgarda;seheli;Bluespot Mullet;1;0;0;1
Mugilidae;Osteomugil;perusii;Longfinned Mullet;1;0;0;1
Mugilidae;Plicomugil;labiosus;Thicklip Mullet;1;1;1;1
Mullidae;Mulloidichthys;flavolineatus;Yellowstripe Goatfish;1;1;1;1
Mullidae;Mulloidichthys;vanicolensis;Yellowfin Goatfish;1;1;1;1
Mullidae;Parupeneus;barberinoides;Bicolor Goatfish;1;0;0;1
Mullidae;Parupeneus;barberinus;Dash-Dot Goatfish;1;1;1;1
Mullidae;Parupeneus;crassilabris;Doublebar Goatfish;1;0;0;1
Mullidae;Parupeneus;cyclostomus;Goldsaddle Goatfish;1;1;1;1
Mullidae;Parupeneus;forsskali;Red Sea Goatfish;1;1;1;1
Mullidae;Parupeneus;heptacantha;Cinnabar Goatfish;1;1;1;1
Mullidae;Parupeneus;indicus;Indian Goatfish;1;0;0;1
Mullidae;Parupeneus;macronemus;Longbarbel Goatfish;1;1;1;1
Mullidae;Parupeneus;multifasciatus;Manybar Goatfish;1;0;0;1
Mullidae;Parupeneus;pleurostigma;Sidespot Goatfish;1;0;0;1
Mullidae;Upeneus;margarethae;Margaretha's Goatfish;1;1;1;1
Mullidae;Upeneus;sundaicus;Sunda Goatfish;1;0;0;1
Mullidae;Upeneus;tragula;Freckled Goatfish;1;1;1;1
Mullidae;Upeneus;vittatus;Striped Goatfish;1;0;0;1
Muraenidae;Echidna;nebulosa;Snowflake Moray;1;1;1;1
Muraenidae;Echidna;polyzona;Barred Moray;1;1;1;1
Muraenidae;Gymnomuraena;zebra;Zebra Moray;1;1;1;1
Muraenidae;Gymnothorax;albimarginatus;Whitemargin Moray;1;0;0;1
Muraenidae;Gymnothorax;angusticauda;Narrowtail Moray;1;1;1;1
Muraenidae;Gymnothorax;buroensis;Vagrant moray;1;1;1;1
Muraenidae;Gymnothorax;chlamydatus;NA;1;0;0;1
Muraenidae;Gymnothorax;fimbriatus;Fimbriated Moray Eel;1;0;0;1
Muraenidae;Gymnothorax;flavimarginatus;Yellow-Margin Moray;1;1;1;1
Muraenidae;Gymnothorax;griseus;Grey Moray;1;1;1;1
Muraenidae;Gymnothorax;javanicus;Giant Moray;1;1;1;1
Muraenidae;Gymnothorax;meleagris;Whitemouth Moray;1;0;0;1
Muraenidae;Gymnothorax;minor;Minor Moray;1;0;0;1
Muraenidae;Gymnothorax;moluccensis;Moluccan moray;0;1;0;1
Muraenidae;Gymnothorax;nudivomer;Yellowmouth Moray;1;1;1;1
Muraenidae;Gymnothorax;pictus;Peppered Moray;1;0;0;1
Muraenidae;Gymnothorax;pindae;Pinda Moray;1;1;1;1
Muraenidae;Gymnothorax;richardsonii;Richardsons Moray;1;0;0;1
Muraenidae;Gymnothorax;rueppelliae;Yellow-Headed Moray;1;1;1;1
Muraenidae;Gymnothorax;thyrsoideus;White-Eyed Moray;1;0;0;1
Muraenidae;Gymnothorax;undulatus;Undulated Moray;1;1;1;1
Muraenidae;Gymnothorax;zonipectis;Barred-Fin Moray;1;1;1;1
Muraenidae;Rhinomuraena;quaesita;Ribbon Eel;1;0;0;1
Muraenidae;Scuticaria;tigrina;Tiger Reef-Eel;1;1;1;1
Muraenidae;Uropterygius;concolor;Brown Snakemoray;1;1;1;1
Nemipteridae;Nemipterus;furcosus;Rosy Threadfin Bream;1;0;0;1
Nemipteridae;Pentapodus;aureofasciatus;Yellow-Striped Whiptail;1;0;0;1
Nemipteridae;Pentapodus;caninus;Small-Toothed Whiptail;1;0;0;1
Nemipteridae;Pentapodus;emeryii;Double Whiptail;1;0;0;1
Nemipteridae;Pentapodus;trivittatus;Three-Striped Whiptail;1;0;0;1
Nemipteridae;Scolopsis;affinis;Pale Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;bilineata;Not Bilineatus - Bridled;1;0;0;1
Nemipteridae;Scolopsis;ciliata;Whitestreak Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;ghanam;Arabian Monocle Bream;1;1;1;1
Nemipteridae;Scolopsis;lineata;Striped Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;margaritifera;Pearly Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;monogramma;Monogram Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;taeniata;Black-Streaked Monocle Bream;0;1;0;1
Nemipteridae;Scolopsis;temporalis;Rainbow Monocle Bream;1;0;0;1
Nemipteridae;Scolopsis;trilineata;Three-Lined Monocle;1;0;0;1
Nemipteridae;Scolopsis;xenochrous;Pearl-Streaked Monocle Bream;1;0;0;1
Neopomacentridae;Neopomacentrus;bankieri;Chinese Demoiselle;1;0;0;1
Ophichthidae;Apterichtus;klazingai;Sharpsnout Snake Eel;1;0;0;1
Ophichthidae;Brachysomophis;cirrocheilos;Stargazer Snake Eel;1;0;0;1
Ophichthidae;Brachysomophis;henshawi;Reptilian Snake Eel;1;0;0;1
Ophichthidae;Callechelys;marmorata;Marbled Snake Eel;1;1;1;1
Ophichthidae;Myrichthys;colubrinus;Banded Snake Eel;1;1;1;1
Ophichthidae;Myrichthys;maculosus;Spotted Snake Eel;1;1;1;1
Ophichthidae;Ophichthus;altipennis;Highfin Snake Eel;1;0;0;1
Ophichthidae;Ophichthus;bonaparti;Napoleon Snake Eel;1;0;0;1
Ophichthidae;Ophichthus;polyophthalmus;Orange-Spotted Snake Eel;1;0;0;1
Ophidiidae;Brotula;multibarbata;Goatsbeard Brotula;0;1;0;1
Opistognathidae;Opistognathus;randalli;Yellowbarred Jawfish;1;0;0;1
Opistognathidae;Opistognathus;solorensis;Solor Jawfish;1;0;0;1
Opistognathidae;Opistognathus;species6;NA;1;0;0;1
Opistognathidae;Opistognathus;variabilis;Variable Jawfish;1;0;0;1
Opistognathidae;Opistognathus;wassi;Chinstrap Jawfish;1;0;0;1
Orectolobidae;Eucrossorhinus;dasypogon;Tasselled Wobbegong;1;0;0;1
Ostraciidae;Lactoria;cornuta;Longhorn Cowfish;1;0;0;1
Ostraciidae;Lactoria;diaphana;Roundbelly Cowfish;1;0;0;1
Ostraciidae;Lactoria;fornasini;Thornback Cowfish;1;0;0;1
Ostraciidae;Ostracion;cubicum;Yellow Boxfish;1;1;1;1
Ostraciidae;Ostracion;cyanurus;Bluetail Trunkfish;1;1;1;1
Ostraciidae;Ostracion;meleagris;Spotted Boxfish;1;0;0;1
Ostraciidae;Ostracion;rhinorhynchos;NA;1;0;0;1
Ostraciidae;Ostracion;solorensis;Solor Boxfish;1;0;0;1
Ostraciidae;Tetrosomus;gibbosus;Humpback Turretfish;1;1;1;1
Pegasidae;Eurypegasus;draconis;Dragon Sea Moth;1;1;1;1
Pegasidae;Pegasus;volitans;Slender Seamoth;1;0;0;1
Pempheridae;Parapriacanthus;guentheri;Goldhead Sweeper;1;1;1;1
Pempheridae;Parapriacanthus;ransonneti;Golden Sweeper;1;0;0;1
Pempheridae;Pempheris;adusta;Dusky Sweeper;1;1;1;1
Pempheridae;Pempheris;flavicycla;NA;1;0;0;1
Pempheridae;Pempheris;flavicycla marisrubri;Orange Sweeper;0;1;0;1
Pempheridae;Pempheris;oualensis;Copper Sweeper;1;0;0;1
Pempheridae;Pempheris;schwenkii;Silver Sweeper;1;0;0;1
Pempheridae;Pempheris;tominagai;African Silver Sweeper;1;1;1;1
Pempheridae;Pempheris;vanicolensis;Vanikolo Sweeper;1;1;1;1
Pholidichthyidae;Pholidichthys;leucotaenia;Convict Blenny;1;0;0;1
Pinguipedidae;Parapercis;bimacula;Twospot Sandperch;1;0;0;1
Pinguipedidae;Parapercis;clathrata;Latticed Sandperch;1;0;0;1
