Family;Genus;Species;Species English;Bangka;Red Sea;Both;All
Congridae;Gorgasia;maculata;Common Garden Eel;1;0;0;1
Congridae;Gorgasia;naeocepaea;Freckled Garden Eel;1;0;0;1
Congridae;Gorgasia;preclara;Orange-Barred Garden Eel;1;0;0;1
Congridae;Gorgasia;sillneri;Red Sea Garden Eel;1;1;1;1
Congridae;Heteroconger;hassi;Spotted Garden Eel;1;0;0;1
Congridae;Heteroconger;perissodon;Manytooth Garden Eel;1;0;0;1
Congridae;Heteroconger;taylori;Taylors Garden Eel;1;0;0;1
Cynoglossidae;Cynoglossus;quadrimaculatus;NA;0;1;0;1
Cyprinodontidae;Aphaniops;dispar;Arabian Pupfish;1;1;1;1
Dactylopteridae;Dactyloptena;orientalis;Flying Gurnard;1;0;0;1
Dasyatidae;Bathytoshia;lata;Black Stingray;1;0;0;1
Dasyatidae;Neotrygon;kuhlii;Bluespotted Maskray;1;0;0;1
Dasyatidae;Pastinachus;sephen;Fantail Stingray;1;1;1;1
Dasyatidae;Taeniura;lymma;Blue-Spotted Ribbontail Ray;1;1;1;1
Dasyatidae;Taeniura;meyeni;NA;1;0;0;1
Dasyatidae;Taeniurops;meyeni;Blotched Fantail Ray;0;1;0;1
Dasyatidae;Urogymnus;granulatus;Mangrove Whipray;1;1;1;1
Diodontidae;Chilomycterus;reticulatus;Spotted Burrfish;1;0;0;1
Diodontidae;Cyclichthys;orbicularis;Orbicular Burrfish;1;0;0;1
Diodontidae;Cyclichthys;spilostylus;Yellowspotted Burrfish;1;1;1;1
Diodontidae;Diodon;holocanthus;Balloonfish;1;0;0;1
Diodontidae;Diodon;hystrix;Porcupinefish;1;1;1;1
Diodontidae;Diodon;liturosus;Blackblotched Porcupinefish;1;1;1;1
Dorosomatidae;Sardinella;longiceps;Indian Oil Sardine;0;1;0;1
Echeneidae;Echeneis;naucrates;Sharksucker;1;1;1;1
Ephippidae;Platax;batavianus;Batavia Batfish;1;0;0;1
Ephippidae;Platax;boersii;Golden Spadefish;1;0;0;1
Ephippidae;Platax;orbicularis;Circular Spadefish;1;1;1;1
Ephippidae;Platax;pinnatus;Pinnate Spadefish;1;0;0;1
Ephippidae;Platax;teira;Longfin Spadefish;1;1;1;1
Epinephelidae;Aethaloperca;rogaa;Redmouth Grouper;1;1;1;1
Epinephelidae;Anyperodon;leucogrammicus;Slender Grouper;1;0;0;1
Epinephelidae;Cephalopholis;argus;Peacock Grouper;1;1;1;1
Epinephelidae;Cephalopholis;boenak;Chocolate Grouper;1;0;0;1
Epinephelidae;Cephalopholis;cyanostigma;Bluespotted Grouper;1;0;0;1
Epinephelidae;Cephalopholis;hemistiktos;Yellowfin Hind;1;1;1;1
Epinephelidae;Cephalopholis;leopardus;Leopard Grouper;1;0;0;1
Epinephelidae;Cephalopholis;microprion;Freckled Grouper;1;0;0;1
Epinephelidae;Cephalopholis;miniata;Coral Hind;1;1;1;1
Epinephelidae;Cephalopholis;sexmaculata;Sixspot Grouper;1;1;1;1
Epinephelidae;Cephalopholis;spiloparaea;Strawberry Grouper;1;0;0;1
Epinephelidae;Cephalopholis;urodeta;Flagtail Grouper;1;0;0;1
Epinephelidae;Chromileptes;altivelis;Barramundi;1;0;0;1
Epinephelidae;Epinephelus;areolatus;Aerolate Grouper;1;0;0;1
Epinephelidae;Epinephelus;bilobatus;Frostback Rockcod;1;0;0;1
Epinephelidae;Epinephelus;coioides;Orange-Spotted Grouper;1;0;0;1
Epinephelidae;Epinephelus;corallicola;Coral Grouper;1;0;0;1
Epinephelidae;Epinephelus;fasciatus;Blacktip Grouper;1;1;1;1
Epinephelidae;Epinephelus;fuscoguttatus;Brown-Marbled Grouper;1;1;1;1
Epinephelidae;Epinephelus;hexagonatus;Star-Spotted Grouper;1;0;0;1
Epinephelidae;Epinephelus;lanceolatus;Giant Grouper;1;0;0;1
Epinephelidae;Epinephelus;maculatus;Highfin Grouper;1;0;0;1
Epinephelidae;Epinephelus;malabaricus;Malabar Grouper;1;0;0;1
Epinephelidae;Epinephelus;merra;Honeycomb Grouper;1;0;0;1
Epinephelidae;Epinephelus;ongus;Speckled-Fin Grouper;1;0;0;1
Epinephelidae;Epinephelus;polyphekadion;Camouflage Grouper;1;0;0;1
Epinephelidae;Epinephelus;quoyanus;Longfin Grouper;1;0;0;1
Epinephelidae;Epinephelus;stoliczkae;Epaulet Grouper;0;1;0;1
Epinephelidae;Epinephelus;summana;Summan Grouper;1;1;1;1
Epinephelidae;Epinephelus;tauvina;Greasy Grouper;1;1;1;1
Epinephelidae;Gracila;albomarginata;Masked Grouper;1;0;0;1
Epinephelidae;Plectropomus;areolatus;Square-Tailed Coral Grouper;1;0;0;1
Epinephelidae;Plectropomus;laevis;Blacksaddle Coral Grouper;1;0;0;1
Epinephelidae;Plectropomus;leopardus;Leopard Coral Grouper;1;0;0;1
Epinephelidae;Plectropomus;maculatus;Spotted Coral Grouper;1;0;0;1
Epinephelidae;Plectropomus;marisrubri;Red Sea Roving Coral Grouper;1;1;1;1
Epinephelidae;Plectropomus;oligacanthus;Highfin Coral Grouper;1;0;0;1
Epinephelidae;Plectropomus;pessuliferus;Roving Coral Grouper;1;0;0;1
Epinephelidae;Variola;albimarginata;White-Edged Lyretail;1;0;0;1
Epinephelidae;Variola;louti;Yellow-Edged Lyretail;1;1;1;1
Fistulariidae;Fistularia;commersonii;Bluespotted Cornetfish;1;1;1;1
Gerreidae;Gerres;filamentosus;Whipfin Silverbiddy;1;0;0;1
Gerreidae;Gerres;longirostris;Smallscale Silverbiddy;1;1;1;1
Gerreidae;Gerres;oblongus;Slender Silverbiddy;1;0;0;1
Gerreidae;Gerres;oyena;Blacktip Silverbiddy;1;1;1;1
Gobiesocidae;Diademichthys;lineatus;Urchin Clingfish;1;0;0;1
Gobiesocidae;Discotrema;monogrammum;Oneline Clingfish;1;0;0;1
Gobiidae;Acentrogobius;cenderawasih;Cendarawasih Goby;1;0;0;1
Gobiidae;Amblyeleotris;arcupinna;Arcfin Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;diagonalis;Slantbar Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;fasciata;Variable Shrimpgoby Not Fasciatus;1;0;0;1
Gobiidae;Amblyeleotris;fontanesii;Giant Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;guttata;Spotted Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;gymnocephala;Nakedhead Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;latifasciata;Wide-Barred Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;masuii;Masui's Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;ogasawarensis;Redspotted Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;periophthalma;NA;1;0;0;1
Gobiidae;Amblyeleotris;randalli;Randalls Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;rubrimarginata;Red-Margin Shrimpgoby;1;0;0;1
Gobiidae;Amblyeleotris;species2;NA;1;0;0;1
Gobiidae;Amblyeleotris;steinitzi;Steinitz' Shrimpgoby;1;1;1;1
Gobiidae;Amblyeleotris;sungami;Magnus's Shrimpgoby;1;1;1;1
Gobiidae;Amblyeleotris;wheeleri;Barred Shrimpgoby;1;1;1;1
Gobiidae;Amblyeleotris;yanoi;Flagtail Shrimpgoby;1;0;0;1
Gobiidae;Amblygobius;albimaculatus;Tailspot Goby;1;1;1;1
Gobiidae;Amblygobius;calvatus;Baldhead Siltgoby;1;0;0;1
Gobiidae;Amblygobius;decussatus;Crosshatch Goby;1;0;0;1
Gobiidae;Amblygobius;esakiae;Snoutspot Goby;1;0;0;1
Gobiidae;Amblygobius;nocturnus;Orange-Striped Goby;1;1;1;1
Gobiidae;Amblygobius;phalaena;Whitebarred Goby;1;0;0;1
Gobiidae;Amblygobius;semicinctus;Halfbanded Goby;1;0;0;1
Gobiidae;Amblygobius;sphynx;Sphynx Goby;1;0;0;1
Gobiidae;Arcygobius;baliurus;NA;1;0;0;1
Gobiidae;Asterropteryx;bipunctata;Twinspot Goby;1;0;0;1
Gobiidae;Asterropteryx;ensifera;Bluedot Goby;1;0;0;1
Gobiidae;Asterropteryx;ovata;Oval-Spot Goby;1;0;0;1
Gobiidae;Asterropteryx;semipunctata;Starry Goby;1;1;1;1
Gobiidae;Asterropteryx;striata;Striped Goby;1;0;0;1
Gobiidae;Bathygobius;cyclopterus;Spotted Frillgoby;0;1;0;1
Gobiidae;Bathygobius;mero;Sponge Frillgoby;1;0;0;1
Gobiidae;Bryaninops;amplus;Large Whip Goby;1;0;0;1
Gobiidae;Bryaninops;discus;NA;0;1;0;1
Gobiidae;Bryaninops;erythrops;Erythrops Goby;0;1;0;1
Gobiidae;Bryaninops;loki;Loki Whip Goby;1;0;0;1
Gobiidae;Bryaninops;natans;Redeye Goby;1;1;1;1
Gobiidae;Bryaninops;ridens;Ridens Goby;1;1;1;1
Gobiidae;Bryaninops;spongicolus;Sponge Goby;1;1;1;1
Gobiidae;Bryaninops;tigris;Blackcoral Whipgoby;1;0;0;1
Gobiidae;Bryaninops;yongei;Wire Coral Goby;1;1;1;1
Gobiidae;Coryogalops;anomolus;Anomolous Goby;0;1;0;1
Gobiidae;Cryptocentrus;albidorsus;Whiteback Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;caeruleomaculatus;Blue-Speckled Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;caeruleopunctatus;Harlequin Shrimpgoby;1;1;1;1
Gobiidae;Cryptocentrus;cinctus;Banded Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;cryptocentrus;Ninebar Shrimpgoby;1;1;1;1
Gobiidae;Cryptocentrus;cyanospilotus;Black Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;fasciatus;Barred Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;inexplicatus;Inexplicable Goby;1;0;0;1
Gobiidae;Cryptocentrus;leptocephalus;Pink-Spotted Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;leucostictus;Saddled Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;lutheri;Luther's Prawn-Goby;1;1;1;1
Gobiidae;Cryptocentrus;maudae;Maudes Shrimpgoby Ok;1;0;0;1
Gobiidae;Cryptocentrus;sericus;Ventral-Barred Shrimpgoby;1;0;0;1
Gobiidae;Cryptocentrus;strigilliceps;Target Shrimpgoby;1;0;0;1
Gobiidae;Ctenogobiops;aurocingulus;Gold-Streaked Shrimpgoby;1;0;0;1
Gobiidae;Ctenogobiops;crocineus;Silverstreak Shrimpgoby;1;1;1;1
Gobiidae;Ctenogobiops;feroculus;Fierce Shrimpgoby;1;1;1;1
Gobiidae;Ctenogobiops;maculosus;Silverspot Shrimpgoby;1;1;1;1
Gobiidae;Ctenogobiops;mitodes;Thread Shrimpgoby;1;0;0;1
Gobiidae;Ctenogobiops;pomastictus;Gold-Speckled Shrimpgoby;1;1;1;1
Gobiidae;Ctenogobiops;tangaroai;Tangaroa Shrimpgoby;1;0;0;1
Gobiidae;Eviota;ancora;Hookcheek Eviota;1;0;0;1
Gobiidae;Eviota;atriventris;Neon Eviota;1;0;0;1
Gobiidae;Eviota;bifasciata;Twostripe Eviota;1;0;0;1
Gobiidae;Eviota;cometa;Comet Eviota;1;0;0;1
Gobiidae;Eviota;distigma;Twospot Eviota;0;1;0;1
Gobiidae;Eviota;fallax;Twin Eviota;1;0;0;1
Gobiidae;Eviota;fangi;NA;1;0;0;1
Gobiidae;Eviota;geminata;Geminate Dwarfgoby;0;1;0;1
Gobiidae;Eviota;guttata;Spotted Eviota;1;1;1;1
Gobiidae;Eviota;latifasciata;Brown-Banded Eviota;1;0;0;1
Gobiidae;Eviota;marerubrum;Red Sea Eviota;1;1;1;1
Gobiidae;Eviota;melasma;Headspot Eviota;1;0;0;1
Gobiidae;Eviota;nigriventris;Blackbelly Eviota;1;0;0;1
Gobiidae;Eviota;oculopiperita;Pepperminteye Eviota;1;1;1;1
Gobiidae;Eviota;pictifacies;Paintedface Eviota;1;0;0;1
Gobiidae;Eviota;prasina;Rubble Eviota;1;1;1;1
Gobiidae;Eviota;prasites;Red-And-Whitespotted Eviota;1;1;1;1
Gobiidae;Eviota;punyit;Punyit Eviota;1;1;1;1
Gobiidae;Eviota;queenslandica;Queensland Eviota;1;0;0;1
Gobiidae;Eviota;rubrisparsa;Redspeckled Eviota;1;0;0;1
Gobiidae;Eviota;sebreei;Striped Eviota;1;0;0;1
Gobiidae;Eviota;shimadai;Shimada's Eviota;1;0;0;1
Gobiidae;Eviota;sigillata;Sign Eviota;1;0;0;1
Gobiidae;Eviota;storthynx;Rosy Eviota;1;0;0;1
Gobiidae;Eviota;teresae;Teresa's Eviota;1;0;0;1
Gobiidae;Eviota;zebrina;Zebra Eviota;1;0;0;1
Gobiidae;Exyrias;akihito;Filamented Goby;1;0;0;1
Gobiidae;Exyrias;belissimus;Beautiful Goby;1;0;0;1
Gobiidae;Favonigobius;reichei;Reiche's Goby;1;0;0;1
Gobiidae;Fusigobius;duospilus;Twospot Sandgoby;1;0;0;1
Gobiidae;Fusigobius;gracilis;Slender Sandgoby;1;0;0;1
Gobiidae;Fusigobius;humeralis;Shoulderspot Goby;1;0;0;1
Gobiidae;Fusigobius;humerosus;Red Sea Shoulderspot Goby;0;1;0;1
Gobiidae;Fusigobius;inframaculatus;Innerspotted Sandgoby;1;0;0;1
Gobiidae;Fusigobius;longispinus;Orange-spotted Sandgoby;1;1;1;1
Gobiidae;Fusigobius;maximus;Large Sandgoby;1;0;0;1
Gobiidae;Fusigobius;melacron;Blacktip Sandgoby;1;0;0;1
Gobiidae;Fusigobius;neophytus;Neophyte Sandgoby;1;1;1;1
Gobiidae;Fusigobius;signipinnis;Signalfin Goby;1;0;0;1
Gobiidae;Gladiogobius;ensifer;Bandit Goby;1;0;0;1
Gobiidae;Gladiogobius;rex;King Goby;1;1;1;1
Gobiidae;Gnatholepis;anjerensis;Shoulderspot Sandgoby;1;1;1;1
Gobiidae;Gnatholepis;caudimaculata;Tailspot Sandgoby;1;1;1;1
Gobiidae;Gnatholepis;cauerensis;Shoulderspot Goby;1;0;0;1
Gobiidae;Gnatholepis;yoshinoi;Yoshino's Sandgoby;1;0;0;1
Gobiidae;Gobiodon;bilineatus;Two-lined Coralgoby;1;0;0;1
Gobiidae;Gobiodon;ceramensis;Ceram Coralgoby;1;0;0;1
Gobiidae;Gobiodon;citrinus;Lemon Goby;1;1;1;1
Gobiidae;Gobiodon;histrio;Broad-Barred Goby;0;1;0;1
Gobiidae;Gobiodon;okinawae;NA;1;0;0;1
Gobiidae;Gobiodon;prolixus;Elongate Coralgoby;1;1;1;1
Gobiidae;Gobiodon;reticulatus;Reticulate Coralgoby;0;1;0;1
Gobiidae;Grallenia;lipi;Lipi Goby;1;0;0;1
Gobiidae;Gunnellichthys;monostigma;Onespot Wormfish;0;1;0;1
Gobiidae;Hazeus;diacanthus;NA;1;0;0;1
Gobiidae;Hetereleotris;vulgaris;NA;0;1;0;1
Gobiidae;Istigobius;decoratus;Decorated Sandgoby;1;1;1;1
Gobiidae;Istigobius;diadema;Spectacled Sandgoby;1;0;0;1
Gobiidae;Istigobius;goldmanni;Goldmann's Sandgoby;1;0;0;1
Gobiidae;Istigobius;nigroocellatus;Black-Spotted Sandgoby;1;0;0;1
Gobiidae;Istigobius;ornatus;Ornate Sandgoby;1;1;1;1
Gobiidae;Istigobius;perspicillatus;NA;1;0;0;1
Gobiidae;Istigobius;rigilius;Orangespotted Sandgoby;1;0;0;1
Gobiidae;Istigobius;spence;Reticulate Sandgoby;1;1;1;1
Gobiidae;Koumansetta;hoesei;Yellowstripe Goby;1;1;1;1
Gobiidae;Koumansetta;rainfordi;Old Glory;1;0;0;1
Gobiidae;Lotilia;graciliosa;Red Sea Whitecap Shrimpgoby;1;1;1;1
Gobiidae;Lotilia;klausewitzi;Pacific Whitecap Shrimpgoby;1;0;0;1
Gobiidae;Lubricogobius;exiguus;Yellow Pygmy Goby;1;0;1;1
Gobiidae;Luposicya;lupus;Wolfsnout Goby;1;0;0;1
Gobiidae;Macrodontogobius;wilburi;Wilbur's Goby;0;1;0;1
Gobiidae;Mahidolia;mystacina;Smiling Goby;1;0;0;1
Gobiidae;Oplopomops;diacanthus;Twospine Sandgoby;1;0;0;1
Gobiidae;Oplopomus;caninoides;Shy Lagoongoby;1;1;1;1
Gobiidae;Oplopomus;oplopomus;Pretty Lagoongoby;1;1;1;1
Gobiidae;Paragobiodon;melanosoma;Black Coralgoby;1;0;0;1
Gobiidae;Paragobiodon;xanthosoma;Emerald Coralgoby;1;0;0;1
Gobiidae;Periophthalmus;argentilineatus;Barred Mudskipper;1;0;0;1
Gobiidae;Periophthalmus;kalolo;Common Mudskipper;1;0;0;1
Gobiidae;Phyllogobius;platycephalops;Flathead Goby;1;0;0;1
Gobiidae;Pleurosicya;boldinghi;Boldinghs Ghostgoby;1;0;0;1
Gobiidae;Pleurosicya;elongata;Elongate Ghostgoby;1;0;0;1
Gobiidae;Pleurosicya;micheli;Stony Coral Ghostgoby;1;0;0;1
Gobiidae;Pleurosicya;mossambica;Common Ghostgoby;1;1;1;1
Gobiidae;Pleurosicya;plicata;Folded Ghostgoby;1;0;0;1
Gobiidae;Pleurosicya;ridens (inexistent?);;0;1;0;1
Gobiidae;Pleurosicya;sinaia;Sinai Ghostgoby;0;1;0;1
Gobiidae;Priolepis;cincta;Girdled Reefgoby;0;1;0;1
Gobiidae;Priolepis;cincta;NA;1;0;0;1
Gobiidae;Priolepis;inhaca;Network Reefgoby;1;0;0;1
Gobiidae;Priolepis;nuchifasciata;Orange Coral-Goby;1;0;0;1
Gobiidae;Psilogobius;prolatus;Longjaw Shrimpgoby;1;0;0;1
Gobiidae;Psilogobius;randalli;Randalls Shrimpgoby;1;1;1;1
Gobiidae;Ptereleotris;evides;Blackfin Dartfish;0;1;0;1
Gobiidae;Ptereleotris;heteroptera;Blacktail Dartfish;0;1;0;1
Gobiidae;Ptereleotris;microlepis;Pearly Dartfish;0;1;0;1
Gobiidae;Signigobius;biocellatus;Signal Goby;1;0;0;1
Gobiidae;Stonogobiops;nematodes;Black-Rayed Shrimpgoby;1;0;0;1
Gobiidae;Stonogobiops;xanthorhinicus;Yellownose Shrimpgoby Not Rhinica;1;0;0;1
Gobiidae;Tomiyamichthys;alleni;Highfin Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;emilyae;Emily's Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;lanceolatus;Lanceolate Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;latruncularius;Yellowfin Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;nudus;Naked Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;oni;Monster Shrimpgoby;1;0;0;1
Gobiidae;Tomiyamichthys;russus;Blacktip Shrimp Goby;1;0;0;1
Gobiidae;Tomiyamichthys;tanyspilus;Longspot Shrimpgoby;1;0;0;1
Gobiidae;Trimma;anaima;Pale Trimma;1;1;1;1
Gobiidae;Trimma;avidori;Avidors Trimma;1;1;1;1
Gobiidae;Trimma;barralli;Barrall's Trimma;1;1;1;1
Gobiidae;Trimma;benjamini;Ringeye Trimma;1;0;0;1
Gobiidae;Trimma;cana;Candycane Trimma;1;0;0;1
Gobiidae;Trimma;caudomaculatum;NA;1;0;0;1
Gobiidae;Trimma;flavicaudatum;Yellow-Tailed Trimma;1;1;1;1
Gobiidae;Trimma;hoesei;Hoese’s Trimma;1;0;0;1
Gobiidae;Trimma;lantana;Lantana Trimma;1;0;0;1
Gobiidae;Trimma;macrophthalmus;Large-Eye Trimma;1;0;0;1
Gobiidae;Trimma;mendelssohni;Mendelssohn's Trimma;0;1;0;1
Gobiidae;Trimma;nasa;Nasal Trimma;1;0;0;1
Gobiidae;Trimma;randalli;Randall's Pygmygoby;0;1;0;1
Gobiidae;Trimma;striatum;Redlined Trimma;1;0;0;1
Gobiidae;Trimma;taylori;Yellow Trimma;1;1;1;1
Gobiidae;Trimma;tevegae;Bluestripe Trimma;1;0;0;1
Gobiidae;Trimma;yanoi;Pudgy Trimma;1;0;0;1
Gobiidae;Valenciennea;alleni;Allen's Glidergoby;1;0;0;1
Gobiidae;Valenciennea;bella;Yellow-Filament Glidergoby;1;0;0;1
Gobiidae;Valenciennea;helsdingenii;Twostripe Glidergoby;1;0;0;1
Gobiidae;Valenciennea;muralis;Mural Glidergoby;1;0;0;1
Gobiidae;Valenciennea;parva;Ladder Glidergoby;1;0;0;1
Gobiidae;Valenciennea;puellaris;Orange-Dashed Glidergoby;1;1;1;1
Gobiidae;Valenciennea;sexguttata;Six-Spot Glidergoby;1;1;1;1
Gobiidae;Valenciennea;strigata;Bluestreak Glidergoby;1;0;0;1
Gobiidae;Valenciennea;wardii;Ward's Glidergoby;1;0;0;1
Gobiidae;Vanderhorstia;ambanoro;Ambanoro Shrimpgoby;1;1;1;1
Gobiidae;Vanderhorstia;auronotata;Gold-marked shrimpgoby;1;0;0;1
Gobiidae;Vanderhorstia;cyanolineata;Blue-lined Shrimpgoby;1;0;0;1
Gobiidae;Vanderhorstia;delagoae;Candystick Goby;1;1;1;1
Gobiidae;Vanderhorstia;dorsomacula;Dorsalspot Shrimpgoby;1;0;0;1
Gobiidae;Vanderhorstia;mertensi;Slender Shrimpgoby;0;1;0;1
Gobiidae;Vanderhorstia;nobilis;Majestic Shrimphoby;1;0;0;1
Gobiidae;Vanderhorstia;ornatissima;Ornate Shrimpgoby;1;1;1;1
Gobiidae;Vanderhorstia;papilio;Butterfly Shrimpgoby;1;0;0;1
Gobiidae;Vanderhorstia;phaeosticta;Yellowfoot Shrimpgoby;1;0;0;1
Gobiidae;Yongeichthys;suluensis;Sulu Goby;1;0;0;1
Grammistidae;Grammistes;sexlineatus;Sixstriped Soapfish;1;1;1;1
Haemulidae;Diagramma;labiosum;Grey Sweetlips;0;1;0;1
Haemulidae;Diagramma;melanacrum;Blackfin Sweetlips;1;0;0;1
Haemulidae;Diagramma;pictum;Silver Sweetlips;1;1;1;1
Haemulidae;Plectorhinchus;albovittatus;Giant Sweetlips;1;1;1;1
Haemulidae;Plectorhinchus;chaetodonoides;Harlequin Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;flavomaculatus;Goldspotted Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;gaterinus;Blackspotted Sweetlips;1;1;1;1
Haemulidae;Plectorhinchus;gibbosus;Blubberlip;1;0;0;1
Haemulidae;Plectorhinchus;lessonii;Striped Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;lineatus;Diagonal-Banded Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;picus;Spotted Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;polytaenia;Ribbon Sweetlips;1;0;0;1
Haemulidae;Plectorhinchus;schotaf;Minstrel Sweetlips;0;1;0;1
Haemulidae;Plectorhinchus;vittatus;Oriental Sweetlips;1;0;0;1
Hemigaleidae;Hemipristis;elongata;Snaggletooth Shark;1;0;0;1
Hemiramphidae;Hemiramphus;far;Black-barred Halfbeak;1;1;1;1
Hemiramphidae;Hyporhamphus;affinis;Tropical Halfbeak;1;1;1;1
Hemiramphidae;Hyporhamphus;dussumieri;Dussumier's Halfbeak;1;0;0;1
Hemiramphidae;Hyporhamphus;gamberur;Red Sea Halfbeak;1;1;1;1
Hemiramphidae;Zenarchopterus;dispar;Estuarine Halfbeak;1;0;0;1
Hemiramphidae;Zenarchopterus;gilli;Shortnose River Halfbeak;1;0;0;1
Hemiscyllidae;Hemiscyllium;machaeli;NA;1;0;0;1
Holocentridae;Myripristis;adusta;Shadowfin Soldierfish;1;0;0;1
Holocentridae;Myripristis;amaena;Brick Soldierfish;1;0;0;1
Holocentridae;Myripristis;berndti;Bigscale Soldierfish;1;0;0;1
Holocentridae;Myripristis;botche;Splendid Soldierfish;1;0;0;1
Holocentridae;Myripristis;hexagona;Doubletooth Soldierfish;1;0;0;1
Holocentridae;Myripristis;kuntee;Epaulette Soldierfish;1;0;0;1
Holocentridae;Myripristis;murdjan;Blotcheye Soldierfish;1;1;1;1
Holocentridae;Myripristis;pralinia;Scarlet Soldierfish;1;0;0;1
Holocentridae;Myripristis;violacea;Violet Soldierfish;1;0;0;1
Holocentridae;Myripristis;vittata;Whitetip Soldierfish;1;0;0;1
Holocentridae;Myripristis;xanthacra;Yellowtip Soldierfish;0;1;0;1
Holocentridae;Neoniphon;argenteus;Clearfin Squirrelfish;1;0;0;1
Holocentridae;Neoniphon;aurolineatus;Goldlined Squirrelfish;1;0;0;1
Holocentridae;Neoniphon;opercularis;Blackfin Squirrelfish;1;0;0;1
Holocentridae;Neoniphon;sammara;Spotfin Squirrelfish;1;1;1;1
Holocentridae;Sargocentron;caudimaculatum;Tailspot Squirrelfish;1;1;1;1
Holocentridae;Sargocentron;cornutum;Three-Spot Squirrelfish;1;0;0;1
Holocentridae;Sargocentron;diadema;Crown Squirrelfish;1;1;1;1
Holocentridae;Sargocentron;ittodai;Samurai Squirrelfish;1;0;0;1
Holocentridae;Sargocentron;melanospilos;Blackspot Squirrelfish;1;0;0;1
Holocentridae;Sargocentron;praslin;Darkstriped Squirrelfish;1;0;0;1
Holocentridae;Sargocentron;rubrum;Redcoat Squirrelfish;1;0;0;1
Holocentridae;Sargocentron;spiniferum;Sabre Squirrelfish;1;1;1;1
Kyphosidae;Kyphosus;bigibbus;Gray Drummer;1;1;1;1
Kyphosidae;Kyphosus;cinerascens;Topsail Drummer;1;1;1;1
Kyphosidae;Kyphosus;vaigiensis;Brassy Drummer;1;1;1;1
Labridae;Ammolabrus;dicrus;Sand Wrasse;1;0;0;1
Labridae;Anampses;caeruleopunctatus;Bluespotted Wrasse;1;1;1;1
Labridae;Anampses;geographicus;Geographic Wrasse;1;0;0;1
Labridae;Anampses;lineatus;Lined Wrasse;1;1;1;1
Labridae;Anampses;melanurus;White-Spotted Wrasse;1;0;0;1
Labridae;Anampses;meleagrides;Yellowtail Wrasse;1;1;1;1
Labridae;Anampses;twistii;Yellowbreasted Wrasse;1;1;1;1
Labridae;Bodianus;anthioides;Lyretail Hogfish;1;1;1;1
Labridae;Bodianus;axillaris;Axilspot Hogfish;1;1;1;1
Labridae;Bodianus;bilunulatus;Saddleback Hogfish;1;0;0;1
Labridae;Bodianus;diana;Diana's Hogfish;1;1;1;1
Labridae;Bodianus;dictynna;Redfin Hogfish;1;0;0;1
Labridae;Bodianus;mesothorax;Blackbelt Hogfish;1;0;0;1
Labridae;Cheilinus;abudjubbe;Abudjubbe Wrasse;1;1;1;1
Labridae;Cheilinus;chlorourus;Floral Wrasse;1;0;0;1
Labridae;Cheilinus;fasciatus;Redbreasted Wrasse;1;0;0;1
Labridae;Cheilinus;lunulatus;Broomtail Wrasse;1;1;1;1
Labridae;Cheilinus;oxycephalus;Snooty Wrasse;1;0;0;1
Labridae;Cheilinus;quinquecinctus;Whitebarred Wrasse;1;1;1;1
Labridae;Cheilinus;trilobatus;Tripletail Wrasse;1;0;0;1
Labridae;Cheilinus;undulatus;Humphead-Napoleon Wrasse;1;1;1;1
Labridae;Cheilio;inermis;Cigar Wrasse;1;1;1;1
Labridae;Choerodon;anchorago;Anchor Tuskfish;1;0;0;1
Labridae;Choerodon;schoenleinii;Blackspot Tuskfish;1;0;0;1
Labridae;Choerodon;typus;NA;1;0;0;1
Labridae;Choerodon;zosterophorus;Blackblotch Tuskfish;1;0;0;1
Labridae;Cirrhilabrus;cyanopleura;Bluesided Wrasse;1;0;0;1
Labridae;Cirrhilabrus;exquisitus;Exquisite Wrasse;1;0;0;1
